Year,Period,State,Data Item,Value
2017,JUL THRU SEP,NORTH CAROLINA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","3,300"
2017,JUL THRU SEP,NORTH CAROLINA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",12
2017,JUL THRU SEP,NORTH DAKOTA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","48,000"
2017,JUL THRU SEP,NORTH DAKOTA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",10
2017,JUL THRU SEP,OHIO,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","1,800"
2017,JUL THRU SEP,OHIO,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",8
2017,JUL THRU SEP,OKLAHOMA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",510
2017,JUL THRU SEP,OKLAHOMA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",12
2017,JUL THRU SEP,OREGON,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","13,500"
2017,JUL THRU SEP,OREGON,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",13
2017,JUL THRU SEP,OTHER STATES,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","1,070"
2017,JUL THRU SEP,OTHER STATES,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",11
2017,JUL THRU SEP,PENNSYLVANIA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","1,500"
2017,JUL THRU SEP,PENNSYLVANIA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",8
2017,JUL THRU SEP,SOUTH CAROLINA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","1,700"
2017,JUL THRU SEP,SOUTH CAROLINA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",12
2017,JUL THRU SEP,SOUTH DAKOTA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","16,500"
2017,JUL THRU SEP,SOUTH DAKOTA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",10
2017,JUL THRU SEP,TENNESSEE,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","1,700"
2017,JUL THRU SEP,TENNESSEE,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",17
2017,JUL THRU SEP,TEXAS,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","15,000"
2017,JUL THRU SEP,TEXAS,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",13
2017,JUL THRU SEP,UTAH,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","6,500"
2017,JUL THRU SEP,UTAH,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",19
2017,JUL THRU SEP,VERMONT,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",180
2017,JUL THRU SEP,VERMONT,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",2
2017,JUL THRU SEP,VIRGINIA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","1,200"
2017,JUL THRU SEP,VIRGINIA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",10
2017,JUL THRU SEP,WASHINGTON,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","17,000"
2017,JUL THRU SEP,WASHINGTON,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",18
2017,JUL THRU SEP,WEST VIRGINIA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",930
2017,JUL THRU SEP,WEST VIRGINIA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",10
2017,JUL THRU SEP,WISCONSIN,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","12,500"
2017,JUL THRU SEP,WISCONSIN,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",17
2017,JUL THRU SEP,WYOMING,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","5,500"
2017,JUL THRU SEP,WYOMING,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",15
2017,OCT THRU DEC,ALABAMA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",990
2017,OCT THRU DEC,ALABAMA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",13
2017,OCT THRU DEC,ARIZONA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","6,500"
2017,OCT THRU DEC,ARIZONA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",22
2017,OCT THRU DEC,ARKANSAS,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","7,500"
2017,OCT THRU DEC,ARKANSAS,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",30
2017,OCT THRU DEC,CALIFORNIA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","155,000"
2017,OCT THRU DEC,CALIFORNIA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",13
2017,OCT THRU DEC,COLORADO,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","7,000"
2017,OCT THRU DEC,COLORADO,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",21
2017,OCT THRU DEC,CONNECTICUT,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",330
2017,OCT THRU DEC,CONNECTICUT,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",8
2017,OCT THRU DEC,FLORIDA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","50,000"
2017,OCT THRU DEC,FLORIDA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",21
2017,OCT THRU DEC,GEORGIA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","21,000"
2017,OCT THRU DEC,GEORGIA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",14
2017,OCT THRU DEC,HAWAII,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",130
2017,OCT THRU DEC,HAWAII,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",1
2017,OCT THRU DEC,IDAHO,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","9,000"
2017,OCT THRU DEC,IDAHO,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",5
2017,OCT THRU DEC,ILLINOIS,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","1,800"
2017,OCT THRU DEC,ILLINOIS,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",13
2017,OCT THRU DEC,INDIANA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","1,700"
2017,OCT THRU DEC,INDIANA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",15
2017,OCT THRU DEC,IOWA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","6,500"
2017,OCT THRU DEC,IOWA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",14
2017,OCT THRU DEC,KANSAS,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",830
2017,OCT THRU DEC,KANSAS,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",13
2017,OCT THRU DEC,KENTUCKY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",870
2017,OCT THRU DEC,KENTUCKY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",12
2017,OCT THRU DEC,LOUISIANA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","2,700"
2017,OCT THRU DEC,LOUISIANA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",5
2017,OCT THRU DEC,MAINE,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",60
2017,OCT THRU DEC,MAINE,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",1
2017,OCT THRU DEC,MARYLAND,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","1,300"
2017,OCT THRU DEC,MARYLAND,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",12
2017,OCT THRU DEC,MASSACHUSETTS,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","1,100"
2017,OCT THRU DEC,MASSACHUSETTS,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",18
2017,OCT THRU DEC,MICHIGAN,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","11,500"
2017,OCT THRU DEC,MICHIGAN,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",13
2017,OCT THRU DEC,MINNESOTA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","7,000"
2017,OCT THRU DEC,MINNESOTA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",7
2017,OCT THRU DEC,MISSISSIPPI,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","3,400"
2017,OCT THRU DEC,MISSISSIPPI,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",15
2017,OCT THRU DEC,MISSOURI,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",820
2017,OCT THRU DEC,MISSOURI,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",9
2017,OCT THRU DEC,MONTANA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","13,000"
2017,OCT THRU DEC,MONTANA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",11
2017,OCT THRU DEC,NEBRASKA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","7,500"
2017,OCT THRU DEC,NEBRASKA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",18
2017,OCT THRU DEC,NEW JERSEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","1,200"
2017,OCT THRU DEC,NEW JERSEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",8
2017,OCT THRU DEC,NEW MEXICO,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","1,900"
2017,OCT THRU DEC,NEW MEXICO,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",24
2017,OCT THRU DEC,NEW YORK,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","3,900"
2017,OCT THRU DEC,NEW YORK,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",8
2017,OCT THRU DEC,NORTH CAROLINA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","5,000"
2017,OCT THRU DEC,NORTH CAROLINA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",22
2017,OCT THRU DEC,NORTH DAKOTA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","26,000"
2017,OCT THRU DEC,NORTH DAKOTA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",6
2017,OCT THRU DEC,OHIO,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","2,800"
2017,OCT THRU DEC,OHIO,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",15
2017,OCT THRU DEC,OKLAHOMA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",100
2017,OCT THRU DEC,OKLAHOMA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES", (Z)
2017,OCT THRU DEC,OREGON,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","10,000"
2017,OCT THRU DEC,OREGON,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",11
2017,OCT THRU DEC,OTHER STATES,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",360
2017,OCT THRU DEC,OTHER STATES,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",5
2017,OCT THRU DEC,PENNSYLVANIA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","5,500"
2017,OCT THRU DEC,PENNSYLVANIA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",23
2017,OCT THRU DEC,SOUTH CAROLINA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","2,000"
2017,OCT THRU DEC,SOUTH CAROLINA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",13
2017,OCT THRU DEC,SOUTH DAKOTA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","6,500"
2017,OCT THRU DEC,SOUTH DAKOTA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",6
2017,OCT THRU DEC,TENNESSEE,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","1,300"
2017,OCT THRU DEC,TENNESSEE,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",12
2017,OCT THRU DEC,TEXAS,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","20,000"
2017,OCT THRU DEC,TEXAS,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",7
2017,OCT THRU DEC,UTAH,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","2,000"
2017,OCT THRU DEC,UTAH,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",7
2017,OCT THRU DEC,VERMONT,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",470
2017,OCT THRU DEC,VERMONT,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",7
2017,OCT THRU DEC,VIRGINIA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","1,100"
2017,OCT THRU DEC,VIRGINIA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",12
2017,OCT THRU DEC,WASHINGTON,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","4,000"
2017,OCT THRU DEC,WASHINGTON,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",6
2017,OCT THRU DEC,WEST VIRGINIA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","1,200"
2017,OCT THRU DEC,WEST VIRGINIA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",14
2017,OCT THRU DEC,WISCONSIN,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","8,500"
2017,OCT THRU DEC,WISCONSIN,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",15
2017,OCT THRU DEC,WYOMING,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","3,500"
2017,OCT THRU DEC,WYOMING,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",12
2016,JAN THRU MAR,ALABAMA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","1,700"
2016,JAN THRU MAR,ALABAMA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",23
2016,JAN THRU MAR,ARIZONA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","4,700"
2016,JAN THRU MAR,ARIZONA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",16
2016,JAN THRU MAR,ARKANSAS,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","5,000"
2016,JAN THRU MAR,ARKANSAS,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",19
2016,JAN THRU MAR,CALIFORNIA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","200,000"
2016,JAN THRU MAR,CALIFORNIA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",14
2016,JAN THRU MAR,COLORADO,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",750
2016,JAN THRU MAR,COLORADO,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",9
2016,JAN THRU MAR,CONNECTICUT,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",270
2016,JAN THRU MAR,CONNECTICUT,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",10
2016,JAN THRU MAR,FLORIDA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","40,000"
2016,JAN THRU MAR,FLORIDA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",14
2016,JAN THRU MAR,GEORGIA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","15,500"
2016,JAN THRU MAR,GEORGIA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",16
2016,JAN THRU MAR,HAWAII,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",280
2016,JAN THRU MAR,HAWAII,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",2
2016,JAN THRU MAR,IDAHO,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","8,500"
2016,JAN THRU MAR,IDAHO,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",9
2016,JAN THRU MAR,ILLINOIS,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","1,400"
2016,JAN THRU MAR,ILLINOIS,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",15
2016,JAN THRU MAR,INDIANA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",770
2016,JAN THRU MAR,INDIANA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",12
2016,JAN THRU MAR,IOWA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","2,900"
2016,JAN THRU MAR,IOWA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",22
2016,JAN THRU MAR,KANSAS,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","1,100"
2016,JAN THRU MAR,KANSAS,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",22
2016,JAN THRU MAR,KENTUCKY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","1,300"
2016,JAN THRU MAR,KENTUCKY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",20
2016,JAN THRU MAR,LOUISIANA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","11,000"
2016,JAN THRU MAR,LOUISIANA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",20
2016,JAN THRU MAR,MAINE,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",170
2016,JAN THRU MAR,MAINE,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",5
2016,JAN THRU MAR,MARYLAND,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",820
2016,JAN THRU MAR,MARYLAND,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",11
2016,JAN THRU MAR,MASSACHUSETTS,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",370
2016,JAN THRU MAR,MASSACHUSETTS,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",12
2016,JAN THRU MAR,MICHIGAN,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","5,000"
2016,JAN THRU MAR,MICHIGAN,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",12
2016,JAN THRU MAR,MINNESOTA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","5,500"
2016,JAN THRU MAR,MINNESOTA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",14
2016,JAN THRU MAR,MISSISSIPPI,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","7,500"
2016,JAN THRU MAR,MISSISSIPPI,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",15
2016,JAN THRU MAR,MISSOURI,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","1,300"
2016,JAN THRU MAR,MISSOURI,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",13
2016,JAN THRU MAR,MONTANA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",900
2016,JAN THRU MAR,MONTANA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",1
2016,JAN THRU MAR,NEBRASKA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",720
2016,JAN THRU MAR,NEBRASKA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",4
2016,JAN THRU MAR,NEW JERSEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","1,000"
2016,JAN THRU MAR,NEW JERSEY,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",17
2016,JAN THRU MAR,NEW MEXICO,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","1,700"
2016,JAN THRU MAR,NEW MEXICO,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",26
2016,JAN THRU MAR,NEW YORK,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","4,200"
2016,JAN THRU MAR,NEW YORK,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",13
2016,JAN THRU MAR,NORTH CAROLINA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","2,600"
2016,JAN THRU MAR,NORTH CAROLINA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",11
2016,JAN THRU MAR,NORTH DAKOTA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","8,500"
2016,JAN THRU MAR,NORTH DAKOTA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",6
2016,JAN THRU MAR,OHIO,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","2,900"
2016,JAN THRU MAR,OHIO,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",18
2016,JAN THRU MAR,OKLAHOMA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","3,300"
2016,JAN THRU MAR,OKLAHOMA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",24
2016,JAN THRU MAR,OREGON,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","2,900"
2016,JAN THRU MAR,OREGON,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",3
2016,JAN THRU MAR,OTHER STATES,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",900
2016,JAN THRU MAR,OTHER STATES,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",11
2016,JAN THRU MAR,PENNSYLVANIA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","2,900"
2016,JAN THRU MAR,PENNSYLVANIA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",23
2016,JAN THRU MAR,SOUTH CAROLINA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","3,500"
2016,JAN THRU MAR,SOUTH CAROLINA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",21
2016,JAN THRU MAR,SOUTH DAKOTA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","10,500"
2016,JAN THRU MAR,SOUTH DAKOTA,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",13
2016,JAN THRU MAR,TENNESSEE,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","1,700"
2016,JAN THRU MAR,TENNESSEE,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",19
2016,JAN THRU MAR,TEXAS,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","30,000"
2016,JAN THRU MAR,TEXAS,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",9
2016,JAN THRU MAR,UTAH,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","1,900"
2016,JAN THRU MAR,UTAH,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",13
2016,JAN THRU MAR,VERMONT,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES",410
2016,JAN THRU MAR,VERMONT,"HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES",7
